乙酰半胱氨酸注射液|肝衰竭
氨甲环酸片|外伤出血
氨甲环酸片|手术出血
氨甲环酸片|纤溶性出血
氨甲环酸片|月经过多
氨甲环酸片|眼前房出血
氨甲环酸片|鼻出血
氨甲环酸片|蛛网膜下腔出血
氨甲环酸片|颅内动脉瘤出血
氨甲环酸片|遗传性血管神经性水肿
氯沙坦钾片|原发性高血压
盐酸贝尼地平片|高血压
盐酸贝尼地平片|心绞痛
醋酸甲萘氢醌片|凝血障碍性疾病
醋酸甲萘氢醌片|阻塞性黄疸
醋酸甲萘氢醌片|慢性溃疡性结肠炎
醋酸甲萘氢醌片|慢性胰腺炎
醋酸甲萘氢醌片|维生素K缺乏
雷米普利片|原发性高血压
雷米普利片|心力衰竭
雷米普利片|外周动脉闭塞性疾病
雷米普利片|脑卒中
地高辛片|高血压
地高辛片|瓣膜性心脏病
地高辛片|先天性心脏病
地高辛片|急性心功能不全
地高辛片|慢性心功能不全
地高辛片|心房颤动
地高辛片|室上性心动过速
马来酸依那普利分散片|高血压
养心生脉颗粒|血瘀
养心生脉颗粒|胸痛
养心生脉颗粒|心悸
养心生脉颗粒|口干
养心生脉颗粒|冠心病
养心生脉颗粒|心绞痛
酒石酸美托洛尔片|高血压
酒石酸美托洛尔片|心绞痛
酒石酸美托洛尔片|心肌梗死
酒石酸美托洛尔片|肥厚型心肌病
酒石酸美托洛尔片|主动脉夹层
酒石酸美托洛尔片|心律失常
酒石酸美托洛尔片|甲状腺功能亢进
酒石酸美托洛尔片|心脏神经官能症
酒石酸美托洛尔片|变异型心绞痛
酒石酸美托洛尔片|心力衰竭
坎地沙坦酯片|原发性高血压
硝苯地平片|高血压
硝苯地平片|呼吸道阻塞性疾病
硝苯地平片|心绞痛
心安胶囊|冠心病
心安胶囊|心绞痛
心安胶囊|胸闷心悸
心安胶囊|高血压
灯盏生脉胶囊|痴呆
灯盏生脉胶囊|健忘
灯盏生脉胶囊|手足麻木症
灯盏生脉胶囊|冠心病
灯盏生脉胶囊|心绞痛
灯盏生脉胶囊|缺血性心脑血管疾病
灯盏生脉胶囊|高脂血症
阿托伐他汀钙片|高胆固醇血症
阿托伐他汀钙片|冠心病
阿托伐他汀钙片|混合型血脂异常
阿托伐他汀钙片|心绞痛
培哚普利叔丁胺片|高血压
培哚普利叔丁胺片|充血性心力衰竭
厄贝沙坦氢氯噻嗪分散片|原发性高血压
珍菊降压片|高血压
保利尔胶囊|高脂血症
松龄血脉康胶囊|高血压病
松龄血脉康胶囊|原发性高脂血症
复方丹参丸|胸痹
复方丹参丸|胸闷
复方丹参丸|冠心病
复方丹参丸|心绞痛
替米沙坦氢氯噻嗪片|原发性高血压
普伐他汀钠片|原发性高血压
普伐他汀钠片|肾血管性高血压
普伐他汀钠片|心力衰竭
普伐他汀钠片|心肌梗塞
普伐他汀钠片|心绞痛
心悦胶囊|冠心病
心悦胶囊|心绞痛
银丹心脑通软胶囊|胸痹
银丹心脑通软胶囊|痛
银丹心脑通软胶囊|胸闷
银丹心脑通软胶囊|气短
银丹心脑通软胶囊|心悸
银丹心脑通软胶囊|冠心病
银丹心脑通软胶囊|心绞痛
银丹心脑通软胶囊|高脂血症
银丹心脑通软胶囊|脑动脉硬化
银丹心脑通软胶囊|中风
银丹心脑通软胶囊|中风后遗症
人参再造丸|冠心病
人参再造丸|心绞痛
人参再造丸|脑梗塞
人参再造丸|中风
冠心舒通胶囊|胸痹
冠心舒通胶囊|胸痛
冠心舒通胶囊|胸闷
冠心舒通胶囊|心慌
冠心舒通胶囊|气短
冠心舒通胶囊|冠心病
冠心舒通胶囊|心绞痛
瑞舒伐他汀钙片|原发性高胆固醇血症
瑞舒伐他汀钙片|混合型血脂异常症
速效救心丸|心绞痛
速效救心丸|冠心病
厄贝沙坦氢氯噻嗪片|治疗原发性高血压
缬沙坦分散片|原发性高血压
富马酸比索洛尔片|高血压
富马酸比索洛尔片|冠心病
富马酸比索洛尔片|心绞痛
富马酸比索洛尔片|心力衰竭
非那雄胺片|前列腺肥大
尼群洛尔片|子宫内膜异位症
尼群洛尔片|子宫肌瘤
尼群洛尔片|乳腺癌
尼群洛尔片|前列腺癌
尼群洛尔片|中枢性性早熟症
亚叶酸钙氯化钠注射液|巨幼细胞性贫血
亚叶酸钙氯化钠注射液|结肠癌
亚叶酸钙氯化钠注射液|直肠癌
辛伐他汀片|高胆固醇血症
辛伐他汀片|冠心病
辛伐他汀片|杂合子家族性高胆固醇血症
复方利血平氨苯蝶啶片|高血压
复方卡托普利片|高血压
复方卡托普利片|心力衰竭
尼群地平片|高血压
血脂康胶囊|气短
血脂康胶囊|乏力
血脂康胶囊|头晕
血脂康胶囊|头痛
血脂康胶囊|胸闷
血脂康胶囊|腹胀
血脂康胶囊|高脂血症
血脂康胶囊|动脉粥样硬化
卡托普利片|高血压
卡托普利片|心力衰竭
阿魏酸钠片|动脉粥样硬化
阿魏酸钠片|冠心病
阿魏酸钠片|脑血管病
阿魏酸钠片|肾小球疾病
阿魏酸钠片|肺动脉高压
阿魏酸钠片|糖尿病性血管病变
阿魏酸钠片|脉管炎
阿魏酸钠片|偏头痛
阿魏酸钠片|血管性头痛
马来酸左旋氨氯地平片|高血压
马来酸左旋氨氯地平片|慢性稳定性心绞痛
马来酸左旋氨氯地平片|变异型心绞痛
养心氏片|冠心病
养心氏片|心绞痛
养心氏片|心肌梗塞
养心氏片|合并高血脂
养心氏片|高血糖
盐酸贝那普利片|高血压
盐酸贝那普利片|充血性心力衰竭
复方血栓通胶囊|视网膜静脉阻塞
复方血栓通胶囊|稳定性劳累型心绞痛
马来酸依那普利片|原发性高血压
马来酸依那普利片|血管性高血压
马来酸依那普利片|心力衰竭
马来酸依那普利片|心肌梗塞
马来酸依那普利片|不稳定型心绞痛
麝香保心丸|胸痹
麝香保心丸|心绞痛
麝香保心丸|心肌梗死
卡维地洛片|原发性高血压
卡维地洛片|充血性心力衰竭
盐酸普罗帕酮片|阵发性室性心动过速
盐酸普罗帕酮片|室上性心动过速
托拉塞米片|充血性心力衰竭
托拉塞米片|肝硬化腹水
托拉塞米片|肾脏疾病
托拉塞米片|水肿
盐酸美西律片|急性室性心律失常
盐酸美西律片|慢性室性心律失常
盐酸美西律片|室性早搏
盐酸美西律片|室性心动过速
盐酸美西律片|心室颤动
盐酸美西律片|心律失常
二十五味珍珠丸|中风
二十五味珍珠丸|半身不遂
二十五味珍珠丸|癫痫
二十五味珍珠丸|口眼歪斜
二十五味珍珠丸|昏迷不醒
二十五味珍珠丸|神志紊乱
二十五味珍珠丸|谵语发狂
培元通脑胶囊|缺血性中风
培元通脑胶囊|半身不遂
培元通脑胶囊|口舌歪斜
培元通脑胶囊|语言不清
培元通脑胶囊|偏身麻木
培元通脑胶囊|眩晕耳鸣
培元通脑胶囊|腰膝酸软
巴氯芬片|多发性硬化
巴氯芬片|脊髓空洞症
巴氯芬片|脊髓肿瘤
巴氯芬片|横贯性脊髓炎
巴氯芬片|脊髓外伤
巴氯芬片|运动神经元病
巴氯芬片|脑血管病
巴氯芬片|脑性瘫痪
巴氯芬片|脑膜炎
巴氯芬片|颅脑外伤
巴氯芬片|骨骼肌痉挛
升血小板胶囊|原发性血小板减少性紫癜
氯沙坦钾氢氯噻嗪片|高血压
芪苈强心胶囊|冠心病
芪苈强心胶囊|高血压
芪苈强心胶囊|充血性心力衰竭
脑血疏口服液|血瘀
脑血疏口服液|半身不遂
脑血疏口服液|偏身麻木
脑血疏口服液|高血压性脑出血
桂利嗪片|脑血栓形成
桂利嗪片|脑栓塞
桂利嗪片|脑动脉硬化
桂利嗪片|脑出血恢复期
桂利嗪片|蛛网膜下腔出血恢复期
桂利嗪片|脑外伤后遗症
桂利嗪片|内耳眩晕症
桂利嗪片|冠状动脉硬化
桂利嗪片|慢性荨麻疹
桂利嗪片|老年性皮肤瘙痒
注射用比阿培南|败血症
注射用比阿培南|肺炎
注射用比阿培南|肺部脓肿
注射用比阿培南|慢性呼吸道疾病
注射用比阿培南|难治性膀胱炎
注射用比阿培南|肾盂肾炎
注射用比阿培南|腹膜炎
注射用比阿培南|妇科附件炎
甲磺酸倍他司汀片|梅尼埃病
甲磺酸倍他司汀片|梅尼埃综合征
甲磺酸倍他司汀片|眩晕症
地奥心血康胶囊|冠心病
地奥心血康胶囊|心绞痛
地奥心血康胶囊|胸痹
地奥心血康胶囊|眩晕
地奥心血康胶囊|气短
地奥心血康胶囊|心悸
地奥心血康胶囊|胸闷
地奥心血康胶囊|胸痛
硝酸甘油片|缺血性神经损伤
硝酸甘油片|老年性脑功能障碍
普罗布考片|高胆固醇血症
参松养心胶囊|冠心病
参松养心胶囊|室性早搏
甲钴胺片|糖尿病性神经障碍
甲钴胺片|糖尿病性视网膜病变
甲钴胺片|神经炎
甲钴胺片|神经痛
甲钴胺片|自律性神经障碍
甲钴胺片|CVA后遗症
甲钴胺片|脑外伤
甲钴胺片|巨幼红细胞贫血
复方盐酸阿米洛利片|高血压病
复方盐酸阿米洛利片|心力衰竭
复方盐酸阿米洛利片|肝硬化
复方盐酸阿米洛利片|水肿
复方盐酸阿米洛利片|腹水
尼莫地平片|缺血性脑血管病
尼莫地平片|偏头痛
尼莫地平片|轻度蛛网膜下脑出血
尼莫地平片|脑血管痉挛
尼莫地平片|突发性耳聋
尼莫地平片|高血压
硝苯地平缓释片|慢性稳定型心绞痛
硝苯地平缓释片|血管痉挛型心绞痛
硝苯地平缓释片|治疗原发性高血压
天麻钩藤颗粒|高血压
天麻钩藤颗粒|头痛
天麻钩藤颗粒|眩晕
天麻钩藤颗粒|耳鸣
天麻钩藤颗粒|眼花
天麻钩藤颗粒|震颤
天麻钩藤颗粒|失眠
盐酸胺碘酮片|室性心动过速
盐酸胺碘酮片|室上性心动过速
盐酸胺碘酮片|室性早搏
盐酸胺碘酮片|室上性早搏
盐酸胺碘酮片|阵发性心房扑动
盐酸胺碘酮片|阵发性心房颤动
盐酸胺碘酮片|预激综合征
盐酸胺碘酮片|充血性心力衰竭
盐酸胺碘酮片|急性心肌梗塞
盐酸胺碘酮片|心律失常
盐酸胺碘酮片|阵发性心动过速
盐酸胺碘酮片|慢性冠状动脉功能不全
盐酸胺碘酮片|心绞痛
盐酸胺碘酮片|房性心律失常
盐酸胺碘酮片|结性心律失常
盐酸胺碘酮片|室性心律失常
福辛普利钠片|高血压
福辛普利钠片|心力衰竭
阿司匹林肠溶片|轻度疼痛
阿司匹林肠溶片|中度疼痛
阿司匹林肠溶片|头痛
阿司匹林肠溶片|牙痛
阿司匹林肠溶片|神经痛
阿司匹林肠溶片|肌肉痛
阿司匹林肠溶片|月经痛
阿司匹林肠溶片|感冒
阿司匹林肠溶片|流感
阿司匹林肠溶片|风湿热
阿司匹林肠溶片|风湿性关节炎
阿司匹林肠溶片|类风湿关节炎
阿司匹林肠溶片|骨关节炎
阿司匹林肠溶片|强直性脊柱炎
阿司匹林肠溶片|幼年型关节炎
阿司匹林肠溶片|一过性脑缺血
阿司匹林肠溶片|心肌梗死
阿司匹林肠溶片|心房颤动
阿司匹林肠溶片|血栓
阿司匹林肠溶片|不稳定型心绞痛
阿司匹林肠溶片|川崎病
洛伐他汀片|高胆固醇血症
洛伐他汀片|混合型高脂血症
泌淋清胶囊|急性非特异性尿路感染
泌淋清胶囊|前列腺炎
盐酸咪达普利片|原发性高血压
盐酸咪达普利片|肾实质性高血压
阿替洛尔片|感冒
阿替洛尔片|流感
盐酸地尔硫䓬片|冠心病
盐酸地尔硫䓬片|心绞痛
盐酸地尔硫䓬片|高血压
七十味珍珠丸|中风
七十味珍珠丸|瘫痪
七十味珍珠丸|半身不遂
七十味珍珠丸|癫痫
七十味珍珠丸|脑溢血
七十味珍珠丸|脑震荡
七十味珍珠丸|心脏病
七十味珍珠丸|高血压
七十味珍珠丸|神经性障碍
西洛他唑片|动脉粥样硬化
西洛他唑片|大动脉炎
西洛他唑片|血栓闭塞性脉管炎
西洛他唑片|慢性动脉闭塞症
螺内酯片|水肿性疾病
螺内酯片|充血性水肿
螺内酯片|肝硬化腹水
螺内酯片|肾性水肿
螺内酯片|高血压
螺内酯片|原发性醛固酮增多症
螺内酯片|低钾血症
复方利血平片|高血压
芪参益气滴丸|胸痹
芪参益气滴丸|冠心病
芪参益气滴丸|心绞痛
芪参益气滴丸|胸闷
芪参益气滴丸|胸痛
芪参益气滴丸|心悸
芪参益气滴丸|瘀斑
西尼地平片|高血压
脉平片|胸痹
脉平片|心痛
脉平片|胸闷
脉平片|胸痛
脉平片|心悸
脉平片|瘀斑
脉平片|冠心病
脉平片|心绞痛
脉平片|高脂血症
硫酸氢氯吡格雷片|动脉粥样硬化
硫酸氢氯吡格雷片|心肌梗死
硫酸氢氯吡格雷片|缺血性卒中
硫酸氢氯吡格雷片|周动脉性疾病
硫酸氢氯吡格雷片|急性冠脉综合征
硫酸氢氯吡格雷片|非ST段抬高性急性冠脉综合征
硫酸氢氯吡格雷片|不稳定性心绞痛
硫酸氢氯吡格雷片|非Q波心肌梗死
硫酸氢氯吡格雷片|ST段抬高性急性冠脉综合征
盐酸特拉唑嗪片|高血压
盐酸特拉唑嗪片|良性前列腺增生
胞磷胆碱钠片|颅脑损伤
胞磷胆碱钠片|脑血管意外
氢氯噻嗪片|水肿性疾病
氢氯噻嗪片|血性心力衰竭
氢氯噻嗪片|肝硬化腹水
氢氯噻嗪片|肾病综合症
氢氯噻嗪片|急慢性肾炎水肿
氢氯噻嗪片|慢性肾功能衰竭
氢氯噻嗪片|高血压
氢氯噻嗪片|原发性高血压
氢氯噻嗪片|中枢性尿崩症
氢氯噻嗪片|肾性尿崩症
氢氯噻嗪片|肾石症
溴芬酸钠滴眼液|冠心病
溴芬酸钠滴眼液|心绞痛
苯磺酸氨氯地平分散片|高血压
苯磺酸氨氯地平分散片|冠心病
苯磺酸氨氯地平分散片|慢性稳定性心绞痛
苯磺酸氨氯地平分散片|血管痉挛性心绞痛
甲巯咪唑片|甲状腺功能亢进症
甲巯咪唑片|甲状腺肿大
津力达颗粒|2型糖尿病
恩替卡韦分散片|咽炎
恩替卡韦分散片|喉炎
恩替卡韦分散片|扁桃体炎
恩替卡韦分散片|扁桃体周围炎
恩替卡韦分散片|扁桃体周围脓肿
恩替卡韦分散片|急性支气管炎
恩替卡韦分散片|肺炎
恩替卡韦分散片|慢性支气管炎
恩替卡韦分散片|弥漫性细支气管炎
恩替卡韦分散片|支气管扩张
恩替卡韦分散片|肾盂肾炎
恩替卡韦分散片|膀胱炎
恩替卡韦分散片|淋菌性尿道炎
恩替卡韦分散片|子宫附件炎
恩替卡韦分散片|子宫内膜炎
恩替卡韦分散片|子宫内感染
恩替卡韦分散片|巴氏腺炎
恩替卡韦分散片|巴氏腺脓肿
恩替卡韦分散片|中耳炎
恩替卡韦分散片|副鼻窦炎
恩替卡韦分散片|牙周炎
恩替卡韦分散片|冠周炎
恩替卡韦分散片|上颚炎
恩替卡韦片|乙型肝炎
复方鳖甲软肝片|慢性乙型肝炎
复方鳖甲软肝片|肝纤维化
复方鳖甲软肝片|肝硬化
阿德福韦酯片|鼻咽感染
阿德福韦酯片|下呼吸道感染
阿德福韦酯片| 皮肤软组织感染
阿德福韦酯片|扁桃体炎
阿德福韦酯片|咽炎
阿德福韦酯片|鼻窦炎
阿德福韦酯片|急性支气管炎
阿德福韦酯片|慢性支气管炎急性发作
阿德福韦酯片|肺炎
阿德福韦酯片|脓疱病
阿德福韦酯片|丹毒
阿德福韦酯片|毛囊炎
阿德福韦酯片|疖
阿德福韦酯片|伤口感染
阿德福韦酯片|急性中耳炎
阿德福韦酯片|肺炎支原体肺炎
阿德福韦酯片|尿道炎
阿德福韦酯片|宫颈炎
阿德福韦酯片|军团菌感染
阿德福韦酯片|鸟分枝杆菌感染
阿德福韦酯片|幽门螺杆菌感染
熊去氧胆酸片|胆固醇型胆结石
熊去氧胆酸片|胆汁缺乏性脂肪泻
熊去氧胆酸片|脂肪痢
拉米夫定片|慢性乙型肝炎
安络化纤丸|慢性乙型肝炎
安络化纤丸|肝硬化
葡醛内酯片|小儿佝偻病
葡醛内酯片|软骨病
葡醛内酯片|小儿多汗
葡醛内酯片|夜惊
葡醛内酯片|食欲不振
葡醛内酯片|消化不良
葡醛内酯片|发育迟缓
红花清肝十三味丸|肝功能衰退
红花清肝十三味丸|配毒症
红花清肝十三味丸|亚玛病
红花清肝十三味丸|腰肾损伤
红花清肝十三味丸|尿频
红花清肝十三味丸|尿血
红花清肝十三味丸|药物中毒性肝炎
红花清肝十三味丸|酒精肝
红花清肝十三味丸|脂肪肝
胆宁片|慢性胆囊炎
胆宁片|嗳气
胆宁片|便秘
百蕊颗粒|急性咽喉炎
百蕊颗粒|慢性咽喉炎
百蕊颗粒|气管炎
百蕊颗粒|鼻炎
百蕊颗粒|感冒发热
百蕊颗粒|肺炎
洛索洛芬钠片|类风湿关节炎
洛索洛芬钠片|骨性关节炎
洛索洛芬钠片|腰痛症
洛索洛芬钠片|肩关节周围炎
洛索洛芬钠片|颈肩腕综合症
洛索洛芬钠片|牙痛
洛索洛芬钠片|外伤
洛索洛芬钠片|急性上呼吸道炎
非布司他片|痛风
非布司他片|痛风性关节炎
非布司他片|老年人痛风
非布司他片|高尿酸血症
非布司他片|假痛风性关节炎
非布司他片|痛风石
非布司他片|遗传性高尿酸血症
来氟米特片|败血症
来氟米特片|急性支气管炎
来氟米特片|肺炎
来氟米特片|肺脓肿
来氟米特片|脓胸
来氟米特片|膀胱炎
来氟米特片|肾盂肾炎
来氟米特片|腹膜炎
来氟米特片|胆囊炎
来氟米特片|胆管炎
来氟米特片|前庭大腺炎
来氟米特片|子宫内感染
来氟米特片|子宫附件炎
来氟米特片|子宫旁组织炎
来氟米特片|颌骨周围蜂窝组织炎
来氟米特片|颌炎
四妙丸|痹病
四妙丸|足膝红肿
四妙丸|筋骨疼痛
养血荣筋丸|陈旧性跌打损伤
养血荣筋丸|筋骨疼痛
养血荣筋丸|肢体麻木
养血荣筋丸|肌肉萎缩
养血荣筋丸|关节不利
蛤蚧定喘胶囊|虚劳咳喘
蛤蚧定喘胶囊|气短胸满
蛤蚧定喘胶囊|自汗盗汗
复方鲜竹沥液|痰热咳嗽
复方鲜竹沥液|痰黄黏稠
急支糖浆|咳嗽
急支糖浆|咽痛
急支糖浆|急性支气管炎
急支糖浆|慢性支气管炎急性发作
养阴清肺丸|咽痛
养阴清肺丸|干咳
养阴清肺丸|少痰
二陈丸|咳嗽
二陈丸|痰多
二陈丸|胸脘
二陈丸|胀闷
二陈丸|恶心
二陈丸|呕吐
蛇胆川贝液|急性支气管炎
蛇胆川贝液|慢性支气管炎
蛇胆川贝液|咳嗽
蛇胆川贝液|痰多
蛇胆川贝液|气喘
蛇胆川贝液|胸闷
蜜炼川贝枇杷膏|咳嗽
蜜炼川贝枇杷膏|痰多
蜜炼川贝枇杷膏|胸闷
蜜炼川贝枇杷膏|咽痛
马来酸依那普利叶酸片|原发性高血压
北豆根胶囊|咽喉肿痛
北豆根胶囊|扁桃体炎
北豆根胶囊|慢性支气管炎
硫酸羟氯喹片|类风湿关节炎
硫酸羟氯喹片|慢性关节炎
硫酸羟氯喹片|盘状红斑狼疮
硫酸羟氯喹片|系统性红斑狼疮
复方醋酸地塞米松乳膏|局限性瘙痒症
复方醋酸地塞米松乳膏|神经性皮炎
复方醋酸地塞米松乳膏|接触性皮炎
复方醋酸地塞米松乳膏|脂溢性皮炎
复方醋酸地塞米松乳膏|慢性湿疹
沙利度胺片|瘤型麻风反应症
如意金黄散|疮疖肿痛
如意金黄散|跌打损伤
二硫化硒洗剂|皮脂溢出
二硫化硒洗剂|头皮脂溢性皮炎
二硫化硒洗剂|花斑癣
阿昔洛韦片|单纯疱疹病
阿昔洛韦片|带状疱疹
阿昔洛韦片|水痘
皮肤康洗液|湿疹
